subscription_start_date,subscription_length_days,subscription_plan,monthly_price,billing_cycle,payment_method,total_watch_time_hours,sessions_count,avg_session_duration_minutes,days_since_last_watch,unique_titles_watched,content_completion_rate,abandoned_series_count,binge_sessions_count,primary_genre,genres_watched_count,content_type_preference,new_content_ratio,primary_device,devices_used_count,primary_os,has_profile,number_of_profiles,watchlist_size,ratings_given_count,reviews_written_count,downloads_count,support_tickets_count,payment_failures_count,account_on_hold,used_free_trial,subscription_length_months,current_month,days_until_next_billing,genres_watched,devices_used,support_ticket_reasons,will_churn
2021-02-03,1427,basic,9.99,annual,debit_card,241.7518085275381,129.0,134.32626280527322,8.571770334436064,15.739264803108739,0.6092388361319272,2,2,Documentary,4,tv_shows,0.09881726207132858,streaming_device,2,iOS,1,1,10.77198652523283,6.0,,2,1,0,0,0,47,12,11,"Thriller, Horror, Documentary, Anime","smart_tv, desktop",subscription_change,1
2022-07-11,904,student,7.99,annual,credit_card,7.01820126526845,2.984079694599709,143.1768305666902,9.225064317694816,2.0488184740494932,0.4605623493278852,1,0,Documentary,5,tv_shows,0.41837969726633095,mobile,3,Android,1,1,20.383562879148233,3.0,2.0,1,0,0,0,1,30,12,20,"Kids, Horror, Drama, Documentary, Comedy","desktop, game_console, tablet",,0
2020-02-18,1778,family,24.99,annual,credit_card,2.69940209816199,1.0230546336533468,155.93508144497324,3.11974332955746,3.0675181406128464,0.18277081563227127,2,1,Horror,7,both,0.5384196101394711,desktop,3,Android,0,3,9.361257417932583,5.0,2.0,4,0,0,0,0,59,12,2,"Comedy, Documentary, Anime, Action, Kids, Reality, Romance","desktop, streaming_device, game_console",,0
2020-12-29,1463,basic,9.99,monthly,credit_card,39.10660968401559,16.503821099492324,148.34608755108295,3.3529106386142846,11.891994832974863,0.5247609863785029,1,1,Sports,5,tv_shows,0.2389550380871771,smart_tv,1,iOS,0,2,10.140285461796008,6.0,0.0,3,0,0,0,0,48,12,13,"Sports, Sci-Fi, Comedy, Anime, Drama",mobile,,0
2023-04-01,640,basic,9.99,monthly,credit_card,10.532788920347123,12.857494522335813,54.17777129546045,2.027932010455973,4.954393760123402,0.3146636075170021,2,2,Action,3,tv_shows,0.1682776063311119,desktop,3,macOS,1,2,12.113466360986049,3.0,0.0,8,0,0,0,1,21,12,23,"Reality, Horror, Comedy","tablet, game_console, desktop",,0
2022-09-22,831,basic,9.99,monthly,apple_pay,24.734746191517978,12.241175519067081,122.99429416013837,3.421459657686695,5.137010860007358,0.13043867294312667,2,0,Drama,7,tv_shows,0.3519497057545457,tablet,5,tvOS,0,2,12.657407328271685,4.0,2.0,3,0,0,0,0,27,12,25,"Sci-Fi, Comedy, Horror, Action, Sports, Thriller, Reality","tablet, game_console, streaming_device, desktop, smart_tv",,0
2021-02-06,1424,standard,15.99,monthly,paypal,106.97894867479698,44.306750495802525,144.93172933459266,1.433438503446203,31.518923188705028,0.27064703411813135,4,4,Action,4,both,0.5377828625896857,smart_tv,4,PlayStation,0,1,12.198431357551533,,0.0,1,0,0,0,1,47,12,26,"Sci-Fi, Action, Comedy, Documentary","desktop, mobile, game_console, tablet",,0
2022-12-11,751,standard,15.99,monthly,bank_transfer,5.529865939136349,0.0,0.0,9.769041985572466,3.07678770785913,0.549139073217433,4,0,Drama,4,tv_shows,0.25105521643983525,smart_tv,3,Android,0,1,21.15118111747216,4.0,1.0,1,0,1,0,0,25,12,17,"Horror, Action, Comedy, Sci-Fi","tablet, mobile, streaming_device",,1
2024-01-18,348,standard,15.99,monthly,debit_card,10.039725273457911,6.426934572200066,86.57108155225404,1.4378319974529838,2.840342930867988,0.06620657733251599,1,1,Comedy,7,movies,0.7489811042484698,desktop,4,PlayStation,0,1,11.418497700490729,4.0,3.0,3,0,1,0,1,11,12,26,"Comedy, Kids, Drama, Documentary, Horror, Sci-Fi, Anime","streaming_device, smart_tv, mobile, tablet",,0
2020-01-12,1815,standard,15.99,monthly,credit_card,77.66681868160804,27.679087223522934,182.41019969980454,1.4894921694934506,27.973412528451796,0.17895955700552668,4,1,Drama,4,tv_shows,0.6277078331066699,desktop,3,Android,0,2,9.624446507639176,1.0,1.0,2,2,1,0,0,60,12,13,"Comedy, Kids, Documentary, Sci-Fi",,"content_request, billing_issue",0
2024-01-11,355,premium,19.99,monthly,credit_card,26.447462635939388,10.312164971673237,148.98805245975,11.300435581316036,8.580476548103885,0.6833210890465667,2,1,Romance,2,tv_shows,0.37072297262279075,tablet,4,Windows,1,1,10.034140222742206,6.0,0.0,5,0,0,0,1,11,12,23,"Romance, Horror","tablet, game_console, desktop, mobile",,0
2023-06-28,552,basic,9.99,monthly,credit_card,4.9570232678132555,3.125007583435945,104.71276955489037,3.7981473784694657,2.0518893533994587,0.05799372311328055,1,3,Sci-Fi,3,tv_shows,0.4591385522297741,smart_tv,3,PlayStation,1,1,13.80735047047736,4.0,1.0,6,0,0,0,0,18,12,21,"Comedy, Sports, Sci-Fi","smart_tv, mobile, tablet",,0
2021-09-13,1205,standard,15.99,annual,credit_card,3.775608060691041,2.1110198729887473,111.09676890895355,0.5554279716816154,1.0342263595487846,0.3926367030751362,2,0,Documentary,1,both,0.45048465308527774,game_console,2,Windows,0,1,10.52181780848369,8.0,0.0,4,0,0,0,0,40,12,25,Romance,"streaming_device, game_console",,0
2020-10-10,1543,standard,15.99,monthly,paypal,6.3518495196874,2.848925557633535,123.5515953903025,2.121136904034876,0.0,0.3941280242272058,0,0,Reality,4,both,0.81145552118449,game_console,3,iOS,1,2,10.939202811357234,3.0,0.0,2,1,0,0,1,51,12,7,"Thriller, Comedy, Sci-Fi, Sports","mobile, smart_tv, streaming_device",refund_request,0
2024-10-13,79,standard,15.99,annual,debit_card,4.817477200555254,1.9464306896124117,140.70915902825354,6.110453783214169,0.0,0.15254466491007534,4,0,Horror,2,movies,0.5662580873240464,smart_tv,6,tvOS,0,1,21.57391970130353,3.0,3.0,3,0,0,0,0,2,12,2,"Sports, Documentary","game_console, smart_tv, mobile, streaming_device, desktop, tablet",,1
2021-09-06,1212,premium,19.99,monthly,credit_card,15.73644998280035,8.554449311767337,117.45059845117618,2.602732693964185,2.1221197753434784,0.07302509301849407,1,1,Documentary,4,both,0.2507706063957038,smart_tv,5,Android,1,1,18.103270103797186,1.0,0.0,1,0,0,0,1,40,12,17,,"game_console, mobile, desktop, tablet, smart_tv",,0
2020-06-18,1657,basic,9.99,annual,credit_card,13.34227384807587,3.9642427868447783,172.86373368156504,2.7510926020312403,2.1669075139277467,0.7722718072530361,0,0,Sci-Fi,4,both,0.13157739355427134,game_console,1,macOS,1,1,9.596222524052532,2.0,2.0,1,0,0,0,0,55,12,26,"Romance, Horror, Thriller, Kids",tablet,,0
2020-06-25,1650,standard,15.99,annual,credit_card,16.67175601524826,4.831710634190187,180.36111011184482,3.4526344716477695,6.531402813121368,0.37061242085513557,2,0,Action,5,movies,0.558497340990551,smart_tv,1,PlayStation,1,1,20.2615694234788,1.0,0.0,7,0,0,0,1,55,12,14,,smart_tv,,0
2024-03-27,279,premium,19.99,monthly,credit_card,4.412600950027435,2.8226129701604914,86.58981687869411,1.2583927821063425,1.0215349562657114,0.6855124556507233,0,0,Sci-Fi,5,movies,0.29560767271807337,desktop,1,tvOS,1,1,14.58508673993859,3.0,1.0,2,0,0,0,1,9,12,19,"Sports, Sci-Fi, Kids, Reality, Drama",mobile,,1
2023-01-07,724,basic,9.99,monthly,credit_card,11.163657264246414,4.016594998688442,171.31012776805733,2.758712526750242,1.9729935119970419,0.11727268477666211,4,0,Reality,2,both,0.18903082399442916,game_console,1,iOS,0,1,15.313552808204085,9.0,0.0,1,0,0,0,1,24,12,9,,mobile,,1
2024-01-13,353,premium,19.99,monthly,paypal,1.0197500771780192,0.0,0.0,1.2125370173843617,0.0,0.16968700873324288,5,0,Anime,5,movies,0.15513964225695318,smart_tv,1,iOS,1,1,15.375718153749208,4.0,2.0,5,0,0,0,0,11,12,2,"Action, Horror, Documentary, Sports, Drama",mobile,,1
2023-08-25,494,basic,9.99,annual,credit_card,14.834686152648855,4.858018964973556,172.52349484918605,2.1596497981228016,4.032501587099138,0.21806508082221646,2,0,Drama,3,movies,0.6097192889022129,tablet,1,tvOS,0,1,9.783851249099598,10.0,1.0,3,0,1,0,0,16,12,29,"Sci-Fi, Documentary, Sports",mobile,,0
2022-09-06,847,basic,9.99,annual,paypal,51.275621472813924,20.40396069186551,144.56215058224132,3.8003886746636653,15.644394990695293,0.6158127719873376,0,1,Action,5,movies,0.5086344120220588,desktop,2,iOS,1,1,16.378860773592216,2.0,1.0,1,0,0,0,0,28,12,4,"Documentary, Comedy, Romance, Sports, Reality","tablet, mobile",,0
2024-11-11,50,family,24.99,annual,credit_card,2.2696332979877774,0.0,0.0,5.916336967596183,0.0,0.33701171607091684,3,0,Horror,1,tv_shows,0.27165427694803707,mobile,1,PlayStation,0,1,8.00169824108232,5.0,1.0,2,1,0,0,0,1,12,8,Sci-Fi,smart_tv,content_request,1
2021-11-22,1135,student,7.99,monthly,credit_card,21.481332470733058,12.753752780435667,95.82425109475604,5.024583563683832,6.004744544967963,0.2343211703180397,0,1,Drama,3,tv_shows,0.1599805821670048,smart_tv,2,macOS,1,1,9.843198871142178,4.0,1.0,3,0,0,0,0,37,12,19,"Comedy, Sports, Anime","desktop, mobile",,0
2022-10-05,818,family,24.99,monthly,apple_pay,5.9467877775119575,3.287059332937784,114.56231991027529,4.284507074479348,3.089505177724136,0.5959060781701442,3,1,Horror,4,tv_shows,0.68485006503046,mobile,1,Android,1,4,25.61840781687329,6.0,0.0,2,0,0,0,0,27,12,1,"Action, Comedy, Drama, Sci-Fi",smart_tv,,0
2024-02-23,312,standard,15.99,annual,debit_card,37.11647523482988,16.967734584711398,104.18457330945166,4.525936439673694,11.7270020464501,0.6579603178905774,4,2,Reality,2,tv_shows,0.5879971270578637,mobile,2,tvOS,0,1,21.006013243398762,6.0,1.0,5,0,0,0,0,10,12,16,,"game_console, tablet",,0
2023-02-03,697,basic,9.99,monthly,credit_card,14.505927664247164,7.679989303430958,103.91666285102436,3.576233437981953,7.595093120539881,0.18910653704198663,0,2,Sci-Fi,3,movies,0.38311536306721894,desktop,3,PlayStation,0,2,20.41048804932304,6.0,1.0,2,2,0,0,0,23,12,19,"Horror, Action, Sci-Fi","streaming_device, desktop, mobile","subscription_change, account_access",0
2024-04-22,253,premium,19.99,monthly,apple_pay,19.05095347993731,6.475714869976484,178.35665458278427,4.76754658730432,2.906075061840923,0.2449210386128962,4,0,Action,5,both,0.39294188845606975,mobile,1,iOS,1,2,17.52747928820132,5.0,1.0,6,0,0,0,1,8,12,23,"Romance, Comedy, Sports, Drama, Thriller",tablet,,0
2022-11-20,772,standard,15.99,monthly,credit_card,13.805808416252056,6.671602374043069,97.94866235191104,2.35416999305897,5.109193911971582,0.7463897025454757,1,0,Documentary,5,tv_shows,0.40502494094448915,game_console,1,Xbox,0,2,11.207742619235004,5.0,2.0,1,0,0,0,1,25,12,1,"Thriller, Anime, Kids, Romance, Sci-Fi",tablet,,1
2023-07-10,540,basic,9.99,annual,credit_card,61.31521046420925,31.74007806401626,122.62509426209874,11.48538701028501,16.89839952598417,0.07707267967256828,5,0,Documentary,4,movies,0.4523915178662427,game_console,2,macOS,0,2,17.188705629006478,5.0,0.0,5,1,0,0,1,18,12,9,"Reality, Comedy, Sports, Romance","desktop, game_console",technical_problem,0
2020-03-24,1743,standard,15.99,monthly,paypal,19.32445311141385,6.116419161619653,183.83705428774306,4.464828908845589,5.188728834835425,0.20759961419195336,3,1,Horror,8,tv_shows,0.1161012097921374,smart_tv,1,macOS,0,1,15.237780460642433,5.0,0.0,2,0,0,0,1,58,12,30,"Comedy, Anime, Drama, Documentary, Horror, Romance, Reality, Kids",smart_tv,,0
2021-02-20,1410,basic,9.99,monthly,paypal,5.647299048881015,3.9285569114348697,75.74857437652481,13.790780842465074,0.0,0.3945642312851057,2,1,Sci-Fi,6,both,0.36051018546529656,smart_tv,1,tvOS,1,1,8.622621150815204,6.0,0.0,4,1,0,0,0,47,12,6,"Romance, Reality, Thriller, Anime, Horror, Sci-Fi",desktop,refund_request,0
2021-06-12,1298,family,24.99,monthly,credit_card,13.5405169562298,5.5584721786217095,174.95399817258178,2.592458431363251,5.1868097680746414,0.11827032617891964,2,1,Thriller,2,both,0.7013502010772787,mobile,2,iOS,1,4,15.199741117603857,7.0,0.0,4,2,0,0,1,43,12,28,"Drama, Action","mobile, smart_tv","billing_issue, content_request",0
2020-05-25,1681,standard,15.99,annual,credit_card,7.6101915276045276,5.1170434983932545,92.8859147532938,2.508625168842304,3.046481719083104,0.10642750794945822,5,1,Action,4,tv_shows,0.6059369478181154,smart_tv,2,tvOS,0,1,13.427354455845196,7.0,0.0,2,0,0,0,0,56,12,13,"Romance, Kids, Documentary, Sci-Fi","desktop, smart_tv",,0
2021-03-01,1401,premium,19.99,monthly,apple_pay,16.22383820843435,10.151711608329666,88.11375678523122,16.764875681287236,5.921387006531658,0.2688883657203214,0,0,Action,5,movies,0.35643389143845816,desktop,1,PlayStation,1,1,12.296279352921749,2.0,1.0,9,0,0,0,0,46,12,2,"Drama, Thriller, Romance, Anime, Documentary",tablet,,0
2020-07-03,1642,standard,15.99,monthly,credit_card,6.879402989132652,0.0,0.0,6.529214677885995,1.6871109828082298,0.5490729130821194,3,0,Comedy,8,tv_shows,0.15765205260568238,tablet,1,iOS,1,1,8.340827982324713,3.0,0.0,0,0,0,0,1,54,12,16,"Romance, Horror, Sci-Fi, Sports, Comedy, Action, Drama, Anime",mobile,,0
2021-05-22,1319,standard,15.99,monthly,credit_card,5.208717256556051,1.0205306841311785,182.84956409447065,3.6567342422702205,1.9797121158422173,0.9292317576084685,2,0,Anime,3,tv_shows,0.8114567300333869,mobile,3,iOS,1,1,17.195816498897496,2.0,1.0,3,0,0,0,1,43,12,24,"Anime, Documentary, Horror","smart_tv, streaming_device, game_console",,0
2023-03-06,666,standard,15.99,annual,debit_card,14.835229966851402,5.008664078057734,189.87397126076266,6.338225362513763,1.861822647870903,0.3271107377344097,1,1,Reality,5,both,0.23708321958297995,smart_tv,2,tvOS,1,1,17.806784322755068,5.0,1.0,6,0,1,0,0,22,12,1,"Horror, Comedy, Romance, Kids, Reality","mobile, streaming_device",,0
2021-10-28,1160,basic,9.99,annual,google_pay,13.12390884712483,7.507796651077731,104.9160512162633,2.526898885224784,5.114015591714338,0.4593881999492736,2,1,Drama,3,both,0.6375944939526348,mobile,1,PlayStation,1,1,9.71301437927086,8.0,,2,0,0,0,1,38,12,12,"Action, Kids, Horror",mobile,,0
2021-11-06,1151,student,7.99,annual,credit_card,45.27091155194417,17.704653749717536,149.0360855230228,7.110802924268784,15.000731939351745,0.47551386550750013,2,1,Drama,8,tv_shows,0.3313953669123783,desktop,1,Android,1,1,12.29985182855893,8.0,3.0,4,0,0,0,0,38,12,13,"Comedy, Thriller, Horror, Anime, Kids, Reality, Documentary, Sports",desktop,,0
2021-01-17,1444,premium,19.99,monthly,paypal,7.895386822327007,2.722540918868838,154.25644183435426,1.1759418747407133,1.995866905210189,0.17303261823375102,1,0,Comedy,3,movies,0.5746511643030325,mobile,1,iOS,1,1,17.957778372641684,6.0,1.0,4,1,0,0,1,48,12,18,"Action, Sci-Fi, Anime",mobile,refund_request,0
2021-05-02,1339,family,24.99,annual,debit_card,1.1028527998736306,0.0,0.0,15.067427795605964,0.9942288541042289,0.3708418741018154,2,0,Documentary,7,both,0.2028648914770123,tablet,3,Android,1,5,16.785769140323627,3.0,2.0,1,0,0,0,0,44,12,6,"Kids, Action, Sci-Fi, Reality, Documentary, Anime, Romance","smart_tv, game_console, mobile",,0
2024-09-06,116,family,24.99,monthly,debit_card,7.591423077075868,4.802661870371074,96.36180767123453,3.088849078112141,0.0,0.44281293080227757,3,2,Action,3,tv_shows,0.6690368942610995,smart_tv,2,iOS,0,1,13.396563829998968,5.0,,6,0,1,0,0,3,12,22,"Comedy, Action, Sci-Fi","streaming_device, game_console",,1
2023-03-29,643,premium,19.99,monthly,paypal,1.7635962847231637,0.0,0.0,0.487548612426385,0.9564045987304753,0.564294821775372,3,0,Horror,7,tv_shows,0.6039191721513301,streaming_device,2,tvOS,1,1,14.452492249096188,0.0,2.0,2,0,0,0,0,21,12,16,"Drama, Kids, Horror, Romance, Documentary, Comedy, Thriller","tablet, streaming_device",,0
2023-01-17,714,family,24.99,monthly,bank_transfer,19.722721640473374,10.502428626575126,102.73610243856118,9.32206400252952,4.883496631952903,0.4874262987063239,5,1,Documentary,3,movies,0.6438836963699563,tablet,3,Android,1,4,17.97052993039497,8.0,1.0,5,2,0,0,0,23,12,20,"Reality, Sci-Fi, Anime","smart_tv, desktop, mobile","content_request, billing_issue",0
2020-11-08,1514,basic,9.99,monthly,credit_card,1.6776286193673322,0.0,0.0,11.238515129731024,1.8903707763438222,0.36092257254750687,2,0,Action,3,both,0.2410836040767318,smart_tv,1,Android,0,1,16.910034181385345,7.0,1.0,0,0,1,0,1,50,12,28,"Reality, Sports, Documentary",smart_tv,,0
2023-08-24,495,basic,9.99,annual,credit_card,3.856126181096721,3.8682902850516445,56.878003802118116,6.545890201120788,0.0,0.4844584439526654,3,0,Anime,3,movies,0.11911855555742845,desktop,2,Android,1,1,16.22097331494568,2.0,4.0,2,0,0,0,0,16,12,1,,"streaming_device, mobile",,0
2020-10-25,1528,basic,9.99,monthly,google_pay,7.974757507377461,3.0707538115992437,168.22097383240086,4.9672627053984595,5.189163199943142,0.2024353982094642,3,0,Drama,6,tv_shows,0.09610625568834752,smart_tv,1,iOS,1,1,12.381328650669957,5.0,1.0,4,0,0,0,1,50,12,8,"Reality, Thriller, Anime, Kids, Comedy, Sci-Fi",streaming_device,,1
2021-11-23,1134,standard,15.99,monthly,paypal,80.43147710355694,30.901733486104355,172.88096469423405,13.184624824496673,27.57353303160987,0.14693155642499345,1,2,Kids,6,tv_shows,0.4334156381679757,smart_tv,3,Windows,0,1,16.386190281767572,,2.0,3,0,0,0,0,37,12,4,"Documentary, Horror, Sports, Comedy, Drama, Kids","streaming_device, desktop, smart_tv",,0
2024-12-11,20,standard,15.99,monthly,debit_card,3.3301343229296014,0.0,0.0,4.865045372986068,1.0125591469657702,0.23598507726368775,1,0,Horror,2,movies,0.35094827804856527,smart_tv,1,tvOS,1,1,11.418393410503032,,2.0,2,0,1,0,0,0,12,28,"Sci-Fi, Anime",desktop,,1
2023-03-14,658,standard,15.99,monthly,debit_card,12.165501433923705,5.471611878639617,114.45334794145697,7.837049404000558,1.0835815495394403,0.307193547806448,1,0,Action,1,tv_shows,0.49449724281463314,game_console,2,Android,1,2,22.097610938200145,6.0,0.0,4,2,0,0,0,21,12,15,Comedy,"smart_tv, streaming_device","technical_problem, refund_request",0
2022-10-13,810,family,24.99,monthly,paypal,22.81972054317004,10.730199318434604,125.40992993912954,3.186152726312076,9.373313180309939,0.5277059045034276,1,2,Drama,4,tv_shows,0.8443557467232152,mobile,1,iOS,1,5,13.895658605680541,3.0,1.0,5,0,0,0,1,27,12,26,"Sci-Fi, Drama, Romance, Sports",smart_tv,,0
2023-06-04,576,standard,15.99,monthly,paypal,72.89962849437927,23.287597451550173,174.10302756891608,6.4951874125418545,20.601819795267712,0.7558637794927924,3,4,Drama,1,tv_shows,0.3677731346082926,smart_tv,2,Android,0,1,19.240512610618268,7.0,2.0,5,1,0,0,0,19,12,9,Kids,"desktop, smart_tv",technical_problem,0
2024-03-19,287,standard,15.99,monthly,google_pay,30.095094195258667,12.930529674384204,141.66263380488212,34.45150680093673,11.754401424941886,0.5430382340438035,2,1,Kids,2,movies,0.08927642327442584,smart_tv,2,iOS,1,1,11.815642783999458,4.0,1.0,2,0,0,0,1,9,12,22,"Sci-Fi, Romance","tablet, smart_tv",,1
2023-11-17,410,standard,15.99,monthly,debit_card,43.5748526633464,24.940975467519515,105.64211899524983,2.410422520010611,15.392316925793912,0.44110238052041423,1,3,Action,2,movies,0.35115508892275044,tablet,3,tvOS,1,1,9.060160542361661,5.0,0.0,3,0,0,0,1,13,12,10,"Reality, Anime","tablet, mobile, streaming_device",,0
2021-02-22,1408,basic,9.99,monthly,credit_card,34.83547659253304,21.241504948084472,97.96417607426933,6.3667342209851725,13.567114715387955,0.15927168342705014,3,2,Drama,3,both,0.37628779406821056,smart_tv,1,tvOS,1,1,15.872975785482234,4.0,0.0,2,0,0,0,1,46,12,15,"Action, Documentary, Sports",tablet,,0
2020-02-28,1768,family,24.99,annual,debit_card,3.0591746265137982,0.0,0.0,0.8060808299624762,1.0026071481949224,0.5146231060324838,1,0,Action,5,tv_shows,0.4232266278722197,mobile,2,iOS,1,5,9.670791107376026,8.0,4.0,3,0,0,0,1,58,12,19,"Kids, Horror, Romance, Reality, Documentary","desktop, mobile",,1
2021-07-30,1250,basic,9.99,monthly,debit_card,19.743989384577183,12.447149772891613,101.62991830134969,5.040640575126254,7.53907127270533,0.2790731045995949,0,0,Horror,4,tv_shows,0.388229937591718,smart_tv,2,Windows,0,1,20.461645814246978,5.0,0.0,7,0,0,0,0,41,12,17,"Horror, Anime, Sci-Fi, Thriller","game_console, smart_tv",,0
2021-05-03,1338,student,7.99,annual,debit_card,37.005492594798774,15.049294525919361,127.25110615797992,1.949592812891703,5.424423672240532,0.5885515053418539,4,3,Romance,4,both,0.39580398105004755,smart_tv,4,PlayStation,1,1,15.031385518128953,6.0,0.0,1,0,0,0,1,44,12,21,"Sci-Fi, Drama, Thriller, Reality","tablet, desktop, game_console, smart_tv",,0
2021-01-20,1441,premium,19.99,annual,debit_card,3.995950559818685,2.1232899254089475,122.22476855110274,10.07190189030724,1.0495672305159913,0.24726404831695598,3,0,Sports,4,both,0.4888688446993217,mobile,1,tvOS,0,1,15.811717924080975,9.0,2.0,4,1,2,0,1,48,12,3,"Horror, Action, Reality, Kids",smart_tv,content_request,0
2024-09-17,105,basic,9.99,annual,credit_card,6.001542715644804,0.0,0.0,2.2286204647830337,1.0111875574116107,0.3912512407773025,1,0,Comedy,2,tv_shows,0.24795183145322214,smart_tv,3,iOS,1,2,14.458796742146182,2.0,1.0,2,0,0,0,1,3,12,17,"Documentary, Romance","smart_tv, streaming_device, mobile",,0
2024-05-19,226,basic,9.99,monthly,debit_card,4.462540671729545,6.664440760965924,39.449665661491125,2.945235239970559,3.0382415427443146,0.6042224059829288,0,0,Comedy,4,both,0.6125645017660531,mobile,2,PlayStation,0,1,13.334779428668215,7.0,0.0,4,0,1,0,0,7,12,26,"Horror, Drama, Comedy, Thriller","smart_tv, tablet",,1
2021-07-28,1252,family,24.99,monthly,paypal,28.99882750924545,22.315256693027628,73.74825266164267,19.638304303017115,11.756609614724201,0.5932594113355781,2,2,Sci-Fi,4,both,0.48343637511454884,desktop,1,iOS,1,4,10.2912627115465,1.0,1.0,0,1,0,0,1,41,12,7,"Horror, Kids, Thriller, Comedy",game_console,account_access,0
2023-04-11,630,premium,19.99,annual,paypal,10.382475662706026,5.159900990777828,136.85899214826307,1.2127205647165988,3.177347162592085,0.46970436380584635,0,0,Thriller,6,both,0.799695189351038,streaming_device,2,iOS,0,1,13.042834609540007,4.0,1.0,4,0,0,0,0,21,12,14,"Action, Sci-Fi, Romance, Drama, Kids, Comedy","streaming_device, game_console",,0
2021-12-23,1104,premium,19.99,monthly,debit_card,8.190718980183519,3.0097365723381886,173.0559405253544,4.159299101816979,1.9067980377404026,0.19853209048058376,3,0,Comedy,3,tv_shows,0.5526642976620845,game_console,1,Windows,1,2,18.5912918669063,8.0,1.0,1,0,0,0,1,36,12,12,"Sci-Fi, Comedy, Reality",streaming_device,,1
