session_start_time,hour,day_of_week,month,is_weekend,session_duration_minutes,days_since_last_visit,page_views,clicks,avg_scroll_depth,items_added_to_cart,items_removed_from_cart,search_queries_count,product_page_time_minutes,categories_viewed_count,avg_price_viewed,device_type,traffic_source,customer_segment,region,browser,operating_system,user_type,search_queries,categories_viewed,user_agent,will_purchase
2024-09-29 10:13:34,10,6,9,1,10.200426968996606,0.2814303647985912,4.159276441948668,2.890042728051816,0.4980285257815706,3,0,2,0.45810996589462566,2,4.568037473122916,desktop,social_media,new_customer,Europe,Chrome,Windows,returning_user,"dress shoes, premium smartphone","Sports & Outdoors, Books","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-03-12 22:19:26,22,1,3,0,17.90264322871745,4.277387178508332,4.0914471326911865,0.0,0.7680952715143652,4,1,2,0.9659545741497928,5,25.934786317957165,mobile,paid_search,returning_customer,Europe,Chrome,macOS,new_user,"perfume, hiking boots","Automotive, Beauty & Personal Care, Home & Garden, Sports & Outdoors, Baby & Kids","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-10-06 07:00:48,7,6,10,1,10.218037792225855,1.5671889604405511,2.898905301627434,0.0,0.2874779385619897,2,0,1,0.4968779332729042,4,25.769275395258113,mobile,social_media,at_risk_customer,Europe,Chrome,macOS,new_user,bluetooth speaker,"Clothing, Toys & Games, Health & Wellness, Tools & Hardware","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-05-29 14:47:58,14,2,5,0,1.3235280790427624,5.136610429480358,0.9070465039357746,1.0051979301354397,0.659059686863109,3,0,0,1.7152092519968087,1,129.38861194915566,mobile,organic_search,vip_customer,Asia_Pacific,Chrome,iOS,returning_user,,Books,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",1
2024-04-21 16:26:14,16,6,4,1,7.805057318000447,20.372545461614642,1.0086495999347909,0.0,0.36935679746627553,1,1,0,3.1258009669580904,6,334.09039526440074,mobile,paid_search,returning_customer,North_America,Chrome,Windows,returning_user,,"Beauty & Personal Care, Health & Wellness, Sports & Outdoors, Automotive, Food & Beverages, Clothing","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-10-29 10:06:37,10,1,10,0,11.373977055138669,0.27954693247937507,1.9993158562506215,0.9592942001820739,0.44725309752761994,1,0,2,0.670443113039672,6,7.2401349227473775,mobile,social_media,returning_customer,Middle_East_Africa,Chrome,Windows,returning_user,"premium smartphone, coffee maker","Shoes, Sports & Outdoors, Automotive, Pet Supplies, Beauty & Personal Care, Home & Garden","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-02-09 19:49:29,19,4,2,0,6.090019783829835,0.05269013694222557,1.0167619369005234,0.0,0.3073725410730569,2,0,2,0.14750132577191633,1,58.97357439742036,mobile,referral,new_customer,Latin_America,Other,iOS,new_user,"cheap backpack, kitchen knife",Shoes,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",0
2024-12-06 13:43:25,13,4,12,0,1.6299375581309483,3.144892922601276,0.9779227335853371,0.0,0.4755358239872758,2,0,2,2.469810861619641,5,40.81606703238436,mobile,organic_search,at_risk_customer,Middle_East_Africa,Chrome,Android,new_user,"best phone case, best kitchen knife","Jewelry, Clothing, Sports & Outdoors, Office Supplies, Books","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-04-23 23:50:18,23,1,4,0,10.89680419880741,5.996730753716369,6.292391656650594,2.1089113441674994,0.3856539979422773,2,1,0,0.11134756289144411,1,14.147173334651757,mobile,email,returning_customer,Asia_Pacific,Chrome,macOS,new_user,,Sports & Outdoors,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-05-12 13:32:29,13,6,5,1,15.77389887013054,5.3720291233896855,3.8162231762345598,0.0,0.6489981620114889,1,0,0,0.7158319073736655,1,164.3976279693278,desktop,social_media,vip_customer,North_America,Chrome,iOS,returning_user,,Sports & Outdoors,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1
2024-03-15 12:17:07,12,4,3,0,25.400686607129778,0.4172104006197915,6.690034290346012,3.7562290977136206,0.7398399779840044,2,1,3,1.7510727455492654,4,30.040000196987382,mobile,referral,returning_customer,North_America,Chrome,Windows,returning_user,"camera, new watch, blender","Beauty & Personal Care, Clothing, Tools & Hardware, Sports & Outdoors","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-06-19 17:41:33,17,2,6,0,15.74277735543595,4.432621389343137,3.964485393548857,0.0,0.5819166203306113,3,1,4,1.187995226884489,1,57.98598307574332,tablet,email,new_customer,North_America,Chrome,macOS,returning_user,"smartphone, yoga mat, perfume, perfume",Health & Wellness,"Mozilla/5.0 (iPad; CPU OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",1
2024-11-03 21:01:43,21,6,11,1,21.55771326432432,0.9351064666263409,7.176050579837068,2.9500528203653364,0.5054387900406309,2,0,1,0.8466430325652206,5,16.78307467961075,mobile,referral,returning_customer,North_America,Chrome,Windows,returning_user,office chair,"Jewelry, Clothing, Pet Supplies, Electronics, Baby & Kids","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-03-21 19:49:50,19,3,3,0,5.4410715991133385,20.536034284172423,4.313851776607881,1.0247389256185637,0.6212654848698677,1,0,2,1.022989101002259,1,32.48883296632073,mobile,organic_search,vip_customer,North_America,Chrome,macOS,new_user,"vintage coffee maker, watch",Pet Supplies,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-07-21 13:59:52,13,6,7,1,13.00472643105015,31.022618894843788,1.949164255031637,0.0,0.1954281921662346,3,1,1,1.0600915050555133,1,337.77977855276146,desktop,referral,returning_customer,Middle_East_Africa,Safari,Linux,returning_user,book,Food & Beverages,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-06-09 07:24:36,7,6,6,1,19.47277300261006,18.147253478777607,3.0834497491864585,0.9953986920499116,0.27188924341959236,2,0,2,2.3388806302644647,3,101.3408468901711,desktop,social_media,new_customer,Middle_East_Africa,Edge,Android,returning_user,"watch, laptop bag","Shoes, Automotive, Beauty & Personal Care","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-04-20 15:50:13,15,5,4,1,20.71306978415343,5.71951399622516,8.256648191593541,1.0145783763678442,0.4682143476049652,0,0,0,1.3935635517578662,3,193.46951241707373,tablet,direct,at_risk_customer,North_America,Edge,Windows,returning_user,,"Musical Instruments, Sports & Outdoors, Shoes","Mozilla/5.0 (iPad; CPU OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",0
2024-02-17 22:36:04,22,5,2,1,19.360015211505715,1.1145317330624882,10.902607894022356,3.3128151223764033,0.2171579033981534,0,0,1,3.1457532718480588,1,28.9059712517122,mobile,organic_search,new_customer,Asia_Pacific,Safari,Android,returning_user,best dress,Jewelry,,1
2024-09-11 20:06:48,20,2,9,0,6.731187198913639,6.649577285137751,2.938082513692797,1.9623570753529669,0.6540881863473572,2,1,0,1.510109082780902,2,5.381522506769851,mobile,email,at_risk_customer,Asia_Pacific,Chrome,Windows,new_user,,"Health & Wellness, Pet Supplies","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-05-31 15:10:58,15,4,5,0,5.377895110625857,11.399899811763436,0.9877343528553947,0.0,0.11014573062794605,2,1,1,1.3411320389005361,4,70.0843497187698,mobile,email,vip_customer,Asia_Pacific,Chrome,iOS,new_user,phone case,"Office Supplies, Health & Wellness, Beauty & Personal Care, Electronics","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",1
2024-06-20 20:36:50,20,3,6,0,27.432124624394863,5.753525074911176,11.67158545026044,1.9920608822639196,0.5838770479153825,2,0,1,3.191768281420934,3,85.31397518696336,mobile,paid_search,new_customer,Latin_America,Firefox,Windows,returning_user,wireless charger,"Books, Tools & Hardware, Bags & Luggage","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-08-07 11:48:23,11,2,8,0,11.418778341839324,3.269384788313752,0.9737972118671911,0.0,0.48338607021294205,1,0,0,0.7966799035347002,3,14.482280398323981,desktop,direct,at_risk_customer,Asia_Pacific,Chrome,macOS,returning_user,,"Clothing, Pet Supplies, Jewelry","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-02-09 20:09:42,20,4,2,0,11.708388087787814,1.4596129107781892,1.862146519433706,0.9804099191839765,0.4962767822137687,4,1,0,1.2404189441539284,8,15.788266318971614,desktop,paid_search,returning_customer,Latin_America,Chrome,macOS,new_user,,"Beauty & Personal Care, Pet Supplies, Musical Instruments, Home & Garden, Shoes, Electronics, Office Supplies, Baby & Kids","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-10-25 12:36:46,12,4,10,0,15.317171232942167,3.241441402308191,6.420525727550491,1.9691383083739356,0.22136437057172917,3,1,0,0.10756658875038373,1,28.59976335905463,desktop,direct,vip_customer,North_America,Chrome,iOS,returning_user,,Toys & Games,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-11-21 20:33:43,20,3,11,0,1.4006820122574464,0.04648263650859,0.9902828608269355,0.9928570582647119,0.23917704737893147,7,1,1,1.0632088766511347,4,4.929239473193218,mobile,direct,returning_customer,North_America,Chrome,Windows,new_user,headphones,"Home & Garden, Sports & Outdoors, Electronics, Musical Instruments","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-04-02 15:52:10,15,1,4,0,2.7094186667984763,10.484721408164503,0.9620584350692993,1.0416396020126737,0.4594953144382005,1,0,2,6.090781464822652,2,121.57713253801089,desktop,social_media,new_customer,North_America,Safari,iOS,returning_user,"kitchen knife, premium smart watch","Electronics, Health & Wellness","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-10-24 17:08:36,17,3,10,0,9.143856253378786,14.646637198440828,1.0534605502971177,0.0,0.5760309869791395,1,1,0,2.2137139273265363,3,66.150023985504,desktop,organic_search,new_customer,Europe,Chrome,macOS,returning_user,,"Musical Instruments, Tools & Hardware, Baby & Kids","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-09-12 14:09:29,14,3,9,0,51.05139910783244,3.3441308023842877,16.351635865601395,3.6563668409531584,0.796312450597723,2,1,2,0.14003732285380427,4,111.05791973769024,desktop,direct,returning_customer,Europe,Edge,macOS,new_user,"premium summer dress, vintage watch","Automotive, Sports & Outdoors, Electronics, Health & Wellness","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1
2024-04-18 22:57:50,22,3,4,0,5.171895946764641,3.842009897670186,0.961949841414611,0.0,0.7523337890783929,4,1,0,5.097582386398491,4,13.601582605207152,desktop,paid_search,returning_customer,Europe,Chrome,Android,returning_user,,"Baby & Kids, Sports & Outdoors, Home & Garden, Health & Wellness","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-04-08 11:17:48,11,0,4,0,4.442493964283991,0.33010654087950364,2.460132305852401,0.0,0.49285770805015455,1,1,2,0.9362043760298067,2,19.91652871382349,desktop,social_media,new_customer,North_America,Other,macOS,returning_user,"dress shoes, perfume","Shoes, Tools & Hardware","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-01-31 19:41:11,19,2,1,0,13.360049187072729,10.296125062894141,6.973956897353599,1.0928521293786464,0.22653989721320145,5,0,1,0.9166692758631938,3,50.688567921647625,mobile,paid_search,new_customer,North_America,Chrome,Windows,returning_user,cheap coffee maker,"Baby & Kids, Clothing, Home & Garden","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-05-31 04:09:51,4,4,5,0,10.524760832268319,17.351218889841835,2.0639711280415542,1.0740413055115927,0.21641935582322797,5,0,0,4.631550174577042,1,20.938580627333998,mobile,paid_search,vip_customer,Europe,Chrome,macOS,returning_user,,Office Supplies,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-06-13 13:24:28,13,3,6,0,66.12543974480076,3.1602411041451663,25.273522506270083,0.0,0.3815767051694364,3,1,1,6.832164722672986,5,14.49389954354835,desktop,organic_search,new_customer,Asia_Pacific,Chrome,Android,returning_user,sunglasses,"Sports & Outdoors, Electronics, Jewelry, Tools & Hardware, Bags & Luggage","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
